image_path,L*,a*,b*,position_score
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1030_light.jpg,127.18929491646196,142.04514750055114,146.63452310418765,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1123.jpg,102.35947268085475,169.86508354788674,176.4513659244562,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1080.jpg,132.0124290891125,136.0715549578242,140.20731059592046,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1024_light.jpg,129.33467970521542,152.7598991467729,162.37056482990573,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1057.jpg,116.36615820132066,159.79167987121545,160.7353705901728,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1043.jpg,103.60418356192785,178.749354945489,176.98462490223713,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1097_light.jpg,128.85220911281178,150.18147536310047,150.10982239635823,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1125_dark.jpg,93.2776987965325,174.51629990827348,176.47073732560153,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1118_light.jpg,141.10823858864532,177.64290372784916,181.38441180870495,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1124_dark.jpg,92.17736948656777,174.28534488641137,176.03887960469683,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1143_light.jpg,130.56033691447257,144.48481796750335,155.26423638996494,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1005_light.jpg,124.61498070003465,175.15064741656693,174.1118121824347,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1042.jpg,109.12389910150017,160.44395480993325,161.86382895171957,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1056.jpg,122.96509734294952,164.929906400253,170.0022574037331,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1081.jpg,136.39676413099963,129.8825192934041,136.00567533147517,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1139_light.jpg,130.2150414901686,174.13836144507957,179.3629471175044,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1013_dark.jpg,80.79707766111846,176.25097836684827,171.8511273240006,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1136.jpg,99.04946850460864,176.25332656210634,148.55415308484504,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1012_dark.jpg,93.13086265563324,176.53385572496745,175.10054583175864,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1122.jpg,104.20668432303476,174.04288345353572,176.06978177555746,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1011_light.jpg,126.53082376372618,177.81394618514844,177.09762147528764,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_0994.jpg,120.11189903719976,160.32359977652325,145.75704917866065,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1081_dark.jpg,108.75561890458344,129.82503283913874,136.01364932064646,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1080_dark.jpg,105.30035517775784,136.04057364168662,139.8098275961619,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1074_light.jpg,148.92208873325563,167.4675585560227,170.92304356156043,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1132_light.jpg,142.5383865255207,173.52763359394683,181.52586582472495,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1079_dark.jpg,101.95280563035399,139.28270405866823,143.55789653342046,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1078_dark.jpg,102.73681603717876,137.78561693292286,144.69126124601075,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1126.jpg,113.22099354305766,172.84156895300558,179.52793155746096,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1132.jpg,119.31982540797955,173.95646058384773,181.7155395723104,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1030_dark.jpg,86.584061551897,143.08094691869803,145.88158857775363,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1052.jpg,108.84351969954649,176.67293915540753,179.1690301988851,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1046.jpg,100.47313842107059,178.1791072379955,177.10469000968442,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1138_dark.jpg,81.56165663120959,169.84228363895713,171.39706275064037,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1139_dark.jpg,86.99087139195956,174.56859558059335,174.05931499721802,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1126_light.jpg,135.4198372346624,172.61820539847884,179.47677360874906,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1060_light.jpg,134.7092186122134,152.14871889631624,147.77646166973733,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1047_dark.jpg,82.31031493422987,179.8081252755732,173.07014321932476,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1046_dark.jpg,80.29715016311309,178.3236627646815,172.19338258548018,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1047.jpg,102.98675616562211,179.70211768156338,177.99049231478858,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1053.jpg,105.1470313385771,169.9234570033646,176.84309026465525,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1107_light.jpg,118.30177519985618,169.41132169495884,175.1606786088278,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1041_light.jpg,140.10630522946062,151.54201326556858,146.40151350374254,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1055_light.jpg,141.09599001637693,156.93768560182562,157.37518240320819,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1133.jpg,119.2974280327486,156.65752813471067,155.37503657906063,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1127.jpg,104.51474291973734,147.38119547587553,150.80709499270387,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1113_light.jpg,131.01833299870873,173.9500142215451,179.50677688610168,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_0991.jpg,119.65266705640589,160.05865288341417,146.20905088983895,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_0997_light.jpg,142.35838318255543,182.03041401263437,179.37631167918556,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1106_dark.jpg,80.71213681749705,169.27888351521165,171.31895144728415,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1107_dark.jpg,78.86784001795162,169.58121880117787,170.74179817085013,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1132_dark.jpg,95.31044451924288,174.13389117220962,176.9250563120696,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_0993.jpg,120.61222144143152,160.78963579065885,147.01880130910388,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1133_dark.jpg,95.08143852158919,156.6410217925905,155.17015644027674,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1079_light.jpg,152.30750974676135,139.07740399882948,144.09161799847254,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1131.jpg,101.21259569607165,169.4055724672199,175.01295161197194,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1125.jpg,116.81179696029646,174.4276473562033,180.19726037598682,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1003_light.jpg,138.55180505361866,171.85984175209435,171.8442842511233,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1119.jpg,102.4423180199935,171.38834356562842,174.9490101017259,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1145_light.jpg,137.8746661135519,145.57882024819958,156.5561195784255,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1017_light.jpg,124.63545357379063,170.55367649085096,176.97722346558223,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1045.jpg,113.69432888413853,153.87843162438585,151.24861622889895,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1051.jpg,103.25264960343705,172.9504023204575,175.10021916270367,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1079.jpg,127.81574553046528,139.28671438675778,144.0514514013553,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1073_dark.jpg,96.91022194468064,163.3235065245234,168.4379808588173,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1072_dark.jpg,99.46997113370811,167.36582234649262,170.68896414661543,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1036_light.jpg,125.51117031013794,174.99541851366317,175.25134604381876,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1096_dark.jpg,89.42435901347422,151.25562202118502,149.17050820617598,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1097_dark.jpg,88.73862957123436,150.92153127165219,148.3811446260603,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1078.jpg,128.8032007170152,137.78898253456475,145.1731796258241,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1050.jpg,110.3503270955373,175.6027257305314,178.08023510330057,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1004_dark.jpg,86.9656336444686,179.10431544338414,174.37476018571007,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1005_dark.jpg,83.09837569286974,175.30389727746808,171.70353466907596,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1044.jpg,108.14893107127111,180.87292344117432,179.33028439481504,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1118.jpg,118.2695740622638,178.1696107069371,181.62990856547094,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1124.jpg,115.44460462136243,174.1912156452087,179.44779347888846,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1130.jpg,106.18483940644158,176.29388125813597,178.1094908063534,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1145_dark.jpg,92.02902605872596,145.8725205794123,156.51888266880826,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1144_dark.jpg,88.02082275329113,152.9293353240216,155.9605079010771,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1058_light.jpg,121.8635429625168,179.30489065321345,177.87458910068656,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_0992.jpg,119.21174256739732,159.94096861352565,145.6214756977251,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1022_light.jpg,125.96477018179957,149.45732929552995,151.7809882874832,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1028_light.jpg,123.22375148940749,148.21379886831275,155.28789090385382,0.0
/Users/rishimanimaran/Documents/College/junior-year/fall-2024/cs-3311/JDA-4307-Color-Verification/Images/Cherry/3422 - Medium Cherry/IMG_1052_light.jpg,130.03471205225918,176.38186726754745,179.05683106575964,0.0
